longitude,latitude,flood_label,elevation,slope,aspect,flow_accumulation,twi,curvature,mean_annual_rainfall,mean_rainy_days,extreme_rain_freq,lulc,ndvi,soil_permeability,distance_to_river,distance_to_drainage,gpm_antecedent_rainfall
3.242963091435679,6.502500099863363,1,6.4064074,2.2219257,118.63658,1.0,3.4761746,0.5486817,1690.8632,125.5,2.0,50.0,0.38865605,34.5,3575.512,1097.9531,60.66
3.254012369430349,6.48579143557874,1,4.926945,4.062924,197.07713,1.8993149,3.3036573,3.5831516,1551.5386,125.8,1.4,30.0,0.43826342,31.0,14401.953,559.1565,55.355
3.2435020806061505,6.50923746449426,1,5.7475963,3.2070389,139.87607,190.0,8.2714,0.98420656,1690.8632,125.5,2.0,50.0,0.43776596,29.95874,1061.4199,1330.5604,60.66
3.285273741317708,6.502769594448599,1,5.715359,2.6402724,154.44836,1.0,3.2360048,2.5131211,1635.545,126.7,1.8,50.0,0.3178493,30.477228,6395.4453,228.6521,60.66
3.25266489650417,6.4397078615034085,1,3.2062738,2.428069,140.4384,4.0,4.777225,-1.4403044,1709.9641,123.4,1.7,50.0,0.12838045,25.126793,8472.189,114.955864,55.355
3.2305663405148293,6.476359125095485,1,9.415723,2.4129436,189.77916,2.0,4.00316,0.8482323,1572.0745,124.3,1.3,50.0,0.25159642,29.476698,18482.854,631.9399,55.355
3.2284103838329425,6.475550641339777,1,8.850928,2.6733718,169.78824,1.0,3.4403117,-0.17920119,1572.0745,124.3,1.3,30.0,0.32416952,31.0,19341.416,709.6739,55.355
3.255898831527,6.470699738805532,1,12.347527,2.4757364,211.52338,1.6183774,3.8434122,0.50148594,1551.5386,125.8,1.4,50.0,0.30760303,28.350904,22404.662,137.01535,55.355
3.304407856869454,6.479593060118315,1,3.831528,1.6571932,137.42778,131.41237,6.0041647,-0.2906228,1509.2141,124.8,1.2,50.0,0.11444348,23.5,644.0731,97.51105,62.36625
3.250239445237047,6.458302987884682,1,11.074153,5.1706576,143.93001,1.2767406,2.6647243,-3.0489933,1551.5386,125.8,1.4,50.0,0.23498964,28.0,15609.367,334.4166,55.355
3.2580547882088866,6.4561470312027955,1,7.5000916,1.7688181,128.38855,1.0211632,3.8136034,-1.3480278,1551.5386,125.8,1.4,50.0,0.29625002,26.347153,17351.912,435.70465,55.355
3.293358578874784,6.494415262306287,1,1.899784,2.9654067,210.53462,1.0,3.0512245,2.440031,1551.5386,125.8,1.4,50.0,0.31609935,26.5,1887.0061,101.05006,55.355
3.231105329685301,6.440516345259116,1,1.2737329,2.381568,129.2989,4.0,5.690298,-0.848548,1748.6932,122.2,2.3,50.0,0.10585059,22.951708,1907.6357,0.0,55.355
3.2588632719645942,6.44024685067388,1,3.520154,1.7230566,175.29987,2.6986783,4.5475974,0.58730096,1709.9641,123.4,1.7,50.0,0.11195266,23.5,11524.752,258.98022,55.355
